Empresa;Departamento;Municipio;Número único de identificación del sistema de tratamiento (NUPTAR);Caudal medio anual a la entrada (L/S);Caudal medio anual a la salida (LTS/SG);pH Unidades;Temperatura (°C);Sóidos Totales (mg/litro);DBO (Kg/Día);DQO (Kg/Día;Fecha de cargue;;
EMPRESA DE SERVICIOS PUBLICOS DE SOPO ;CUNDINAMARCA;SOPO;4885;7.39;7.39;7.4;17.46;0;242;384;20-feb-25;;
EMPRESA DE SERVICIOS PUBLICOS DE SOPO ;CUNDINAMARCA;SOPO;4886;5.056;5.056;7.49;20.66;0;38;65.3;20-feb-25;;
EMPRESA DE SERVICIOS PUBLICOS DE TAME  CARIBABARE E.S.P.;ARAUCA;TAME;4728;79.88;45.995;7.12;29.66;50.65;53.1;627.45;15-APR-25;;
EMPRESA DE SERVICIOS PUBLICOS DE TAME  CARIBABARE E.S.P.;ARAUCA;TAME;4729;23.52;24.595;7.635;30.415;43.95;59.615;113.74;15-APR-25;;
EMPRESA DE SERVICIOS PUBLICOS DE TOCANCIPA S.A.  E.S.P.;CUNDINAMARCA;TOCANCIPA;1222;0;0;0;0;0;0;0;20-feb-25;;
EMPRESA DE SERVICIOS PUBLICOS DE TOCANCIPA S.A.  E.S.P.;CUNDINAMARCA;TOCANCIPA;1223;3.433;3.433;6.655;19.35;15.792;27.417;62.046;10-mar-25;;
EMPRESA DE SERVICIOS PUBLICOS DE TOCANCIPA S.A.  E.S.P.;CUNDINAMARCA;TOCANCIPA;1224;16.014;16.014;7.282;19.708;39.625;73.9;132.067;10-mar-25;;
EMPRESA DE SERVICIOS PUBLICOS DE TOCANCIPA S.A.  E.S.P.;CUNDINAMARCA;TOCANCIPA;5085;42.316;42.316;7.041;20.329;25.208;46.108;66.679;27-feb-25;;
EMPRESA DE SERVICIOS PUBLICOS DE TOCANCIPA S.A.  E.S.P.;CUNDINAMARCA;TOCANCIPA;5086;40.833;40.833;7.197;19.392;62.167;83.283;185.708;27-feb-25;;
EMPRESA DE SERVICIOS PUBLICOS DE TOCANCIPA S.A.  E.S.P.;CUNDINAMARCA;TOCANCIPA;5087;8.723;8.723;6.928;19.558;19.167;28.333;75.929;26-feb-25;;
EMPRESA DE SERVICIOS PUBLICOS DE TOCANCIPA S.A.  E.S.P.;CUNDINAMARCA;TOCANCIPA;7999;9.802;9.802;7.286;19.746;15.042;44.292;130.204;10-mar-25;;
EMPRESA DE SERVICIOS PUBLICOS DE VALLEDUPAR S.A. E.S.P.;CESAR;VALLEDUPAR;761;1691.667;1175;7.25;29.867;22.167;36.23;72.217;4-sep-25;;
EMPRESA DE SERVICIOS PUBLICOS DE VALLEDUPAR S.A. E.S.P.;CESAR;VALLEDUPAR;762;0;0;0;0;0;0;0;4-sep-25;;
EMPRESA DE SERVICIOS PUBLICOS DE VILLANUEVA ESPAVI S.A. E.S.P.;CASANARE;VILLANUEVA;1262;59.4;40.5;7.48;27;35;78.1;207;25-mar-25;;
EMPRESA DE SERVICIOS PUBLICOS DE VILLANUEVA ESPAVI S.A. E.S.P.;CASANARE;VILLANUEVA;7919;59.4;40.5;7.48;27;35;78.1;207;25-mar-25;;
EMPRESA DE SERVICIOS PUBLICOS DEL META S.A. E.S.P.;META;CABUYARO;8159;23;22.443;0;0;16.857;14.6;36.879;16-jun-25;;
EMPRESA DE SERVICIOS PUBLICOS DEL META S.A. E.S.P.;META;CUMARAL;8159;23;22.443;0;0;16.857;14.6;36.879;16-jun-25;;
EMPRESA DE SERVICIOS PUBLICOS DEL META S.A. E.S.P.;META;EL DORADO;8159;23;22.443;0;0;16.857;14.6;36.879;16-jun-25;;
EMPRESA DE SERVICIOS PUBLICOS DEL META S.A. E.S.P.;META;FUENTE DE ORO;8159;23;22.443;0;0;16.857;14.6;36.879;16-jun-25;;
EMPRESA DE SERVICIOS PUBLICOS DEL META S.A. E.S.P.;META;GUAMAL;8159;23;22.443;0;0;16.857;14.6;36.879;16-jun-25;;
EMPRESA DE SERVICIOS PUBLICOS DEL META S.A. E.S.P.;META;LA MACARENA;8159;23;22.443;0;0;16.857;14.6;36.879;16-jun-25;;
EMPRESA DE SERVICIOS PUBLICOS DEL META S.A. E.S.P.;META;LA URIBE;8159;23;22.443;0;0;16.857;14.6;36.879;16-jun-25;;
EMPRESA DE SERVICIOS PUBLICOS DEL META S.A. E.S.P.;META;MAPIRIPAN;8159;23;22.443;0;0;16.857;14.6;36.879;16-jun-25;;
EMPRESA DE SERVICIOS PUBLICOS DEL META S.A. E.S.P.;META;PUERTO CONCORDIA;8159;23;22.443;0;0;16.857;14.6;36.879;16-jun-25;;
EMPRESA DE SERVICIOS PUBLICOS DEL META S.A. E.S.P.;META;PUERTO LLERAS;8159;23;22.443;0;0;16.857;14.6;36.879;16-jun-25;;
EMPRESA DE SERVICIOS PUBLICOS DEL META S.A. E.S.P.;META;PUERTO RICO;8159;23;22.443;0;0;16.857;14.6;36.879;16-jun-25;;
EMPRESA DE SERVICIOS PUBLICOS DEL META S.A. E.S.P.;META;SAN CARLOS DE GUAROA;8159;23;22.443;0;0;16.857;14.6;36.879;16-jun-25;;
EMPRESA DE SERVICIOS PUBLICOS DEL META S.A. E.S.P.;META;SAN JUAN DE ARAMA;8159;23;22.443;0;0;16.857;14.6;36.879;16-jun-25;;
EMPRESA DE SERVICIOS PUBLICOS DEL MUNICIPIO VILLA SAN DIEGO DE UBATE EMSERVILLA S.A E.S.P;CUNDINAMARCA;UBATE;4685;62;62.391;7.133;16.575;7.7;23.125;38.75;03-APR-25;;
EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE GUARNE;ANTIOQUIA;GUARNE;641;29.883;29.883;45.67;101;231;321;736.1;20-mar-25;;
EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE GUATAVITA CUNDINAMARCA S.A. E.S.P.;CUNDINAMARCA;GUATAVITA;3082;8;7.5;7.333;19;17.633;77.933;142.667;04-AUG-25;;
EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE ROVIRA E.S.P.;TOLIMA;ROVIRA;4745;0;0;0;0;0;0;0;9-sep-25;;
EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE TUQUERRES EMPSA E.S.P.;NARIÑO;TUQUERRES;2562;1.46;1.46;7.67;13.67;150;398;205;24-JAN-25;;
EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE TUQUERRES EMPSA E.S.P.;NARIÑO;TUQUERRES;2563;2.45;2.45;7.49;14.29;84;117;249;24-JAN-25;;
EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DE TUQUERRES EMPSA E.S.P.;NARIÑO;TUQUERRES;2564;0;0;0;0;0;0;0;24-JAN-25;;
EMPRESA DE SERVICIOS PÚBLICOS DE ACACIAS ESP;META;ACACIAS;1489;210;124;7.2;29.6;283;69.1;120;07-APR-25;;
EMPRESA DE SERVICIOS PÚBLICOS DE EL CARMEN DE VIBORAL E.S.P.;ANTIOQUIA;CARMEN DE VIBORAL;701;89.655;70.283;7.075;18.445;59.4;164.7;350.4;20-oct-25;;
EMPRESA DE SERVICIOS PÚBLICOS DEL DISTRITO DE SANTA MARTA E.S.P.;MAGDALENA;SANTAMARTA;6639;833;833;8.12;26.683;102.417;2.183;0;30-APR-25;;
EMPRESA DE SERVICOS PUBLICOS DE EL COPEY E.S.P.;CESAR;EL COPEY;1553;3.075;0;0;0;0;0;0;30-DEC-25;;
EMPRESA IBAGUEREÑA DE ACUEDUCTO Y ALCANTARILLADO S.A E.S.P OFICIAL;TOLIMA;IBAGUE;4445;90.342;81.486;7.568;23.642;31.083;61.933;124.5;29-APR-25;;
EMPRESA IBAGUEREÑA DE ACUEDUCTO Y ALCANTARILLADO S.A E.S.P OFICIAL;TOLIMA;IBAGUE;4446;9.335;9.135;7.004;26.983;101.083;151.5;277.417;29-APR-25;;
EMPRESA IBAGUEREÑA DE ACUEDUCTO Y ALCANTARILLADO S.A E.S.P OFICIAL;TOLIMA;IBAGUE;4447;23.008;19.114;7.206;26.3;75.167;164.25;257.667;29-APR-25;;
EMPRESA INDUSTRIAL Y COMERCIAL DE SERVICIOS PUBLICOS DE CHIQUINQUIRA;BOYACA;CHIQUINQUIRA;6779;104.325;104.325;7.075;19.3;6.35;28.3;57.95;10-jul-25;;
EMPRESA MUNICIPAL DE ACUEDUCTO; ALCANTARILLADO Y ASEO DE FUNZA ;CUNDINAMARCA;FUNZA;4305;140;140;7.218;20.308;45.167;40.048;106.583;12-mar-25;
EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DE ARAUCA E.I.C.E. E.S.P.;ARAUCA;ARAUCA;242;179.44;185.095;7.34;29.92;40.5;41.635;93.295;8-oct-25;;
EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DE PIENDAMO E.S.P.;CAUCA;PIENDAMO;3502;10.56;10.56;6.37;19.32;96.7;140;371;08-APR-25;;
EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DE PIENDAMO E.S.P.;CAUCA;PIENDAMO;3503;11.01;11.01;6.63;19.09;70.5;82.4;208;08-APR-25;;
EMPRESA MUNICIPAL DE SERVICIOS PUBLICOS DOMICILIARIOS DE PIEDECUESTA E.S.P.;SANTANDER;PIEDECUESTA;5745;217.25;111.833;7.528;25.561;30;38.8;168;10-APR-25;;
EMPRESA MUNICIPAL DE SERVICIOS PÚBLICOS DE TAURAMENA S.A. E.S.P.;CASANARE;TAURAMENA;1682;48.808;41.65;7.715;29.85;20.5;75.95;172.5;21-feb-25;;
EMPRESA OFICIAL DE SERVICIOS PÚBLICOS DE YUMBO S.A. E.S.P.;VALLE;YUMBO;8439;211.417;211.417;7.147;22.384;13;17.5;28.333;22-may-25;;
EMPRESA PUBLICA DE ALCANTARILLADO DE SANTANDER S.A. E.S.P.;SANTANDER;BUCARAMANGA;2902;538.917;546.583;8.179;26.633;48.333;46.808;150.333;15-mar-25;;
EMPRESA PUBLICA DE ALCANTARILLADO DE SANTANDER S.A. E.S.P.;SANTANDER;FLORIDABLANCA;2902;538.917;546.583;8.179;26.633;48.333;46.808;150.333;15-mar-25;;
EMPRESA PUBLICA DE ALCANTARILLADO DE SANTANDER S.A. E.S.P.;SANTANDER;GIRON (SAN JUAN DE);2902;538.917;546.583;8.179;26.633;48.333;46.808;150.333;15-mar-25;;
EMPRESA REGIONAL DE AGUAS DEL TEQUENDAMA S.A. E.S.P.;CUNDINAMARCA;ANAPOIMA;8379;24.8;22.85;8.05;30.6;0;103.5;194;28-oct-25;;
EMPRESA REGIONAL DE AGUAS DEL TEQUENDAMA S.A. E.S.P.;CUNDINAMARCA;ANAPOIMA;8380;4.205;3.615;7.05;31.3;74.5;278.5;468;28-oct-25;;
EMPRESA REGIONAL DE AGUAS DEL TEQUENDAMA S.A. E.S.P.;CUNDINAMARCA;ANAPOIMA;8381;1.26;0.17;6.145;31.3;161;97.05;176.5;14-nov-25;;
EMPRESA REGIONAL DE AGUAS DEL TEQUENDAMA S.A. E.S.P.;CUNDINAMARCA;ANAPOIMA;8382;5.91;4.365;7.25;27.9;1.05;325.5;573;14-nov-25;;
EMPRESA REGIONAL DE AGUAS DEL TEQUENDAMA S.A. E.S.P.;CUNDINAMARCA;LA MESA;8379;24.8;22.85;8.05;30.6;0;103.5;194;28-oct-25;;
EMPRESA REGIONAL DE AGUAS DEL TEQUENDAMA S.A. E.S.P.;CUNDINAMARCA;LA MESA;8380;4.205;3.615;7.05;31.3;74.5;278.5;468;28-oct-25;;
EMPRESA REGIONAL DE AGUAS DEL TEQUENDAMA S.A. E.S.P.;CUNDINAMARCA;LA MESA;8381;1.26;0.17;6.145;31.3;161;97.05;176.5;14-nov-25;;
EMPRESA REGIONAL DE AGUAS DEL TEQUENDAMA S.A. E.S.P.;CUNDINAMARCA;LA MESA;8382;5.91;4.365;7.25;27.9;1.05;325.5;573;14-nov-25;;
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P;VALLE;CALI;721;5706;5706;6.537;23.492;410.833;119.5;249.667;11-sep-25;;
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P;VALLE;CALI;8339;0;0;0;0;0;0;0;19-DEC-25;;
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P;VALLE;YUMBO;721;5706;5706;6.537;23.492;410.833;119.5;249.667;11-sep-25;;
EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P;VALLE;YUMBO;8339;0;0;0;0;0;0;0;19-DEC-25;;
EMPRESAS MUNICIPALES DE CARTAGO S.A.S. E.S.P.;VALLE;CARTAGO;4125;0;0;0;0;0;0;0;14-mar-25;;
EMPRESAS MUNICIPALES DE CARTAGO S.A.S. E.S.P.;VALLE;CARTAGO;4126;0;0;0;0;0;0;0;14-mar-25;;
EMPRESAS MUNICIPALES DE CARTAGO S.A.S. E.S.P.;VALLE;CARTAGO;4127;0;0;0;0;0;0;0;14-mar-25;;
EMPRESAS MUNICIPALES DE CARTAGO S.A.S. E.S.P.;VALLE;CARTAGO;7839;0;0;0;0;0;0;0;14-mar-25;;
EMPRESAS MUNICIPALES DE CARTAGO S.A.S. E.S.P.;VALLE;CARTAGO;7840;0;0;0;0;0;0;0;14-mar-25;;
EMPRESAS MUNICIPALES DE CARTAGO S.A.S. E.S.P.;VALLE;CARTAGO;7841;0;0;0;0;0;0;0;14-mar-25;;
EMPRESAS PUBLICAS DE ARMENIA ;QUINDIO;ARMENIA;5165;50.674;50.674;7.1;23.9;98.3;97;207;25-sep-25;;
EMPRESAS PUBLICAS DE MONTERREY S.A.  E.S.P.;CASANARE;MONTERREY;7419;37.692;38.992;7.417;14.425;52.333;59.608;134.267;03-APR-25;;
EMPRESAS PUBLICAS DE TIMANA SA ESP;HUILA;TIMANA;3842;28;28;6.92;24.5;53.5;63.7;99.6;5-may-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;BARBOSA;401;1668.809;1668.809;7.765;27.208;22.75;44.333;84.917;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;BARBOSA;7039;101.625;101.625;7.76;22.5;193.155;381.809;595.064;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;BARBOSA;7340;3.833;3.833;7.53;22.3;17;22.15;67;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;BARBOSA;8079;35.443;35.443;7.12;22.1;17.5;44.253;69.178;15-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;BELLO;401;1668.809;1668.809;7.765;27.208;22.75;44.333;84.917;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;BELLO;7039;101.625;101.625;7.76;22.5;193.155;381.809;595.064;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;BELLO;7340;3.833;3.833;7.53;22.3;17;22.15;67;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;BELLO;8079;35.443;35.443;7.12;22.1;17.5;44.253;69.178;15-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;CALDAS;401;1668.809;1668.809;7.765;27.208;22.75;44.333;84.917;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;CALDAS;7039;101.625;101.625;7.76;22.5;193.155;381.809;595.064;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;CALDAS;7340;3.833;3.833;7.53;22.3;17;22.15;67;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;CALDAS;8079;35.443;35.443;7.12;22.1;17.5;44.253;69.178;15-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;COPACABANA;401;1668.809;1668.809;7.765;27.208;22.75;44.333;84.917;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;COPACABANA;7039;101.625;101.625;7.76;22.5;193.155;381.809;595.064;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;COPACABANA;7340;3.833;3.833;7.53;22.3;17;22.15;67;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;COPACABANA;8079;35.443;35.443;7.12;22.1;17.5;44.253;69.178;15-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;ENVIGADO;401;1668.809;1668.809;7.765;27.208;22.75;44.333;84.917;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;ENVIGADO;7039;101.625;101.625;7.76;22.5;193.155;381.809;595.064;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;ENVIGADO;7340;3.833;3.833;7.53;22.3;17;22.15;67;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;ENVIGADO;8079;35.443;35.443;7.12;22.1;17.5;44.253;69.178;15-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;GIRARDOTA;401;1668.809;1668.809;7.765;27.208;22.75;44.333;84.917;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;GIRARDOTA;7039;101.625;101.625;7.76;22.5;193.155;381.809;595.064;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;GIRARDOTA;7340;3.833;3.833;7.53;22.3;17;22.15;67;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;GIRARDOTA;8079;35.443;35.443;7.12;22.1;17.5;44.253;69.178;15-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;ITAGUI;401;1668.809;1668.809;7.765;27.208;22.75;44.333;84.917;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;ITAGUI;7039;101.625;101.625;7.76;22.5;193.155;381.809;595.064;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;ITAGUI;7340;3.833;3.833;7.53;22.3;17;22.15;67;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;ITAGUI;8079;35.443;35.443;7.12;22.1;17.5;44.253;69.178;15-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;LA ESTRELLA;401;1668.809;1668.809;7.765;27.208;22.75;44.333;84.917;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;LA ESTRELLA;7039;101.625;101.625;7.76;22.5;193.155;381.809;595.064;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;LA ESTRELLA;7340;3.833;3.833;7.53;22.3;17;22.15;67;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;LA ESTRELLA;8079;35.443;35.443;7.12;22.1;17.5;44.253;69.178;15-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;MEDELLIN;401;1668.809;1668.809;7.765;27.208;22.75;44.333;84.917;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;MEDELLIN;7039;101.625;101.625;7.76;22.5;193.155;381.809;595.064;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;MEDELLIN;7340;3.833;3.833;7.53;22.3;17;22.15;67;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;MEDELLIN;8079;35.443;35.443;7.12;22.1;17.5;44.253;69.178;15-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;RIONEGRO;401;1668.809;1668.809;7.765;27.208;22.75;44.333;84.917;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;RIONEGRO;7039;101.625;101.625;7.76;22.5;193.155;381.809;595.064;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;RIONEGRO;7340;3.833;3.833;7.53;22.3;17;22.15;67;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;RIONEGRO;8079;35.443;35.443;7.12;22.1;17.5;44.253;69.178;15-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;SABANETA;401;1668.809;1668.809;7.765;27.208;22.75;44.333;84.917;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;SABANETA;7039;101.625;101.625;7.76;22.5;193.155;381.809;595.064;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;SABANETA;7340;3.833;3.833;7.53;22.3;17;22.15;67;14-mar-25;;
EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.;ANTIOQUIA;SABANETA;8079;35.443;35.443;7.12;22.1;17.5;44.253;69.178;15-mar-25;;
EMPRESAS PÚBLICAS DEL QUINDIO S.A.   E.S.P.;QUINDIO;BUENAVISTA;162;0.993;0.949;7.083;22.673;78.863;356.182;344.054;18-feb-25;;
EMPRESAS PÚBLICAS DEL QUINDIO S.A.   E.S.P.;QUINDIO;BUENAVISTA;3522;1.983;1.983;7.37;21.533;25.167;57.825;107.917;4-jun-25;;
EMPRESAS PÚBLICAS DEL QUINDIO S.A.   E.S.P.;QUINDIO;CIRCASIA;162;0.993;0.949;7.083;22.673;78.863;356.182;344.054;18-feb-25;;
EMPRESAS PÚBLICAS DEL QUINDIO S.A.   E.S.P.;QUINDIO;CIRCASIA;3522;1.983;1.983;7.37;21.533;25.167;57.825;107.917;4-jun-25;;
EMPRESAS PÚBLICAS DEL QUINDIO S.A.   E.S.P.;QUINDIO;FILANDIA;162;0.993;0.949;7.083;22.673;78.863;356.182;344.054;18-feb-25;;
EMPRESAS PÚBLICAS DEL QUINDIO S.A.   E.S.P.;QUINDIO;FILANDIA;3522;1.983;1.983;7.37;21.533;25.167;57.825;107.917;4-jun-25;;
EMPRESAS PÚBLICAS DEL QUINDIO S.A.   E.S.P.;QUINDIO;GENOVA;162;0.993;0.949;7.083;22.673;78.863;356.182;344.054;18-feb-25;;
EMPRESAS PÚBLICAS DEL QUINDIO S.A.   E.S.P.;QUINDIO;GENOVA;3522;1.983;1.983;7.37;21.533;25.167;57.825;107.917;4-jun-25;;
EMPRESAS PÚBLICAS DEL QUINDIO S.A.   E.S.P.;QUINDIO;LA TEBAIDA;162;0.993;0.949;7.083;22.673;78.863;356.182;344.054;18-feb-25;;
EMPRESAS PÚBLICAS DEL QUINDIO S.A.   E.S.P.;QUINDIO;LA TEBAIDA;3522;1.983;1.983;7.37;21.533;25.167;57.825;107.917;4-jun-25;;
EMPRESAS PÚBLICAS DEL QUINDIO S.A.   E.S.P.;QUINDIO;MONTENEGRO;162;0.993;0.949;7.083;22.673;78.863;356.182;344.054;18-feb-25;;
EMPRESAS PÚBLICAS DEL QUINDIO S.A.   E.S.P.;QUINDIO;MONTENEGRO;3522;1.983;1.983;7.37;21.533;25.167;57.825;107.917;4-jun-25;;
EMPRESAS PÚBLICAS DEL QUINDIO S.A.   E.S.P.;QUINDIO;PIJAO;162;0.993;0.949;7.083;22.673;78.863;356.182;344.054;18-feb-25;;
EMPRESAS PÚBLICAS DEL QUINDIO S.A.   E.S.P.;QUINDIO;PIJAO;3522;1.983;1.983;7.37;21.533;25.167;57.825;107.917;4-jun-25;;
EMPRESAS PÚBLICAS DEL QUINDIO S.A.   E.S.P.;QUINDIO;QUIMBAYA;162;0.993;0.949;7.083;22.673;78.863;356.182;344.054;18-feb-25;;
EMPRESAS PÚBLICAS DEL QUINDIO S.A.   E.S.P.;QUINDIO;QUIMBAYA;3522;1.983;1.983;7.37;21.533;25.167;57.825;107.917;4-jun-25;;
EMPRESAS PÚBLICAS DEL QUINDIO S.A.   E.S.P.;QUINDIO;SALENTO;162;0.993;0.949;7.083;22.673;78.863;356.182;344.054;18-feb-25;;
EMPRESAS PÚBLICAS DEL QUINDIO S.A.   E.S.P.;QUINDIO;SALENTO;3522;1.983;1.983;7.37;21.533;25.167;57.825;107.917;4-jun-25;;
EMPRESAS PÚBLICAS MUNICIPALES DE CANDELARIA S.A.S E.S.P;VALLE;CANDELARIA;8459;3;1.74;7.4;28.2;21.6;36.9;85.86;4-mar-25;;
EMSERCOTA S.A.  E.S.P.;CUNDINAMARCA;COTA;5831;5.45;3.31;7.26;17.8;202;144;244;21-feb-25;;
INGENIERIA TOTAL SERVICIOS PUBLICOS S.A.S E.S.P.;ANTIOQUIA;ANDES;582;31.649;31.649;7.128;25.142;40;51.3;136;25-feb-25;;
INGENIERIA TOTAL SERVICIOS PUBLICOS S.A.S E.S.P.;ANTIOQUIA;ANDES;583;27.492;27.492;7.308;20.896;35;33.3;64.9;26-feb-25;;
INGENIERIA TOTAL SERVICIOS PUBLICOS S.A.S E.S.P.;ANTIOQUIA;BOLIVAR;582;31.649;31.649;7.128;25.142;40;51.3;136;25-feb-25;;
INGENIERIA TOTAL SERVICIOS PUBLICOS S.A.S E.S.P.;ANTIOQUIA;BOLIVAR;583;27.492;27.492;7.308;20.896;35;33.3;64.9;26-feb-25;;
INGENIERIA TOTAL SERVICIOS PUBLICOS S.A.S E.S.P.;ANTIOQUIA;JARDIN;582;31.649;31.649;7.128;25.142;40;51.3;136;25-feb-25;;
INGENIERIA TOTAL SERVICIOS PUBLICOS S.A.S E.S.P.;ANTIOQUIA;JARDIN;583;27.492;27.492;7.308;20.896;35;33.3;64.9;26-feb-25;;
INGENIERIA TOTAL SERVICIOS PUBLICOS S.A.S E.S.P.;ANTIOQUIA;SALGAR;582;31.649;31.649;7.128;25.142;40;51.3;136;25-feb-25;;
INGENIERIA TOTAL SERVICIOS PUBLICOS S.A.S E.S.P.;ANTIOQUIA;SALGAR;583;27.492;27.492;7.308;20.896;35;33.3;64.9;26-feb-25;;
INTERASEO SOLUCIONES AMBIENTALES S.A.S. E.S.P.;D.C.;BOGOTA;6979;40.693;40.693;0;0;0;0;0;10-mar-25;;
JUNTA DE SERVICIOS PUBLICOS DE ARBELAEZ;CUNDINAMARCA;ARBELAEZ;7799;0;0;0;0;0;0;0;03-DEC-25;;
JUNTA MUNICIPAL DE SERVICIOS PUBLICOS DEL MUNICIPIO DE PAUNA;BOYACA;PAUNA;2682;6;6;7.5;45;75;45;135;24-nov-25;;
MUNICIPIO DE GACHANCIPA;CUNDINAMARCA;GACHANCIPA;4082;0;0;0;0;0;0;0;10-DEC-25;;
OFICINA DE SERVICIOS PUBLICOS DE ACUEDUCTO; ALCANTARILLADO Y ASEO DEL MUNICIPIO DE  UNE CUNDINAMARCA ;CUNDINAMARCA;UNE;2662;0.82;0.82;0;0;0;0;0;2-jul-25;
OFICINA DE SERVICIOS PUBLICOS DOMICILIARIOS  DE ACUEDUCTO; ALCANTARILLADO Y ASEO DEL MUNICIPIO DE CACHIPAY;CUNDINAMARCA;CACHIPAY;3162;1.308;1.217;0;0;0;0;0;29-oct-25;
